jns_karantina;komoditas;satuan;harga;Komsat
T;BUNGA GALAX;kilogram;34.377;BUNGA GALAX/kilogram
T;BIBIT CATTLEYA;buah/butir/batang;34.327;BIBIT CATTLEYA/buah/butir/batang
I;Lizard Fish;ekor;34.291;Lizard Fish/ekor
I;Lele;kilogram;34.187;Lele/kilogram
T;BUNGA MELATI SEGAR;kilogram;34.121;BUNGA MELATI SEGAR/kilogram
T;DAUN MINT;kilogram;34.064;DAUN MINT/kilogram
T;BIBIT BEGONIA;buah/butir/batang;33.998;BIBIT BEGONIA/buah/butir/batang
T;DAUN CINCAU;kilogram;33.926;DAUN CINCAU/kilogram
T;BUNGA ANTHURIUM;buah/butir/batang;33.838;BUNGA ANTHURIUM/buah/butir/batang
T;BIBIT TANAMAN HIAS;kemasan;33.750;BIBIT TANAMAN HIAS/kemasan
T;BIBIT LADA;buah/butir/batang;33.677;BIBIT LADA/buah/butir/batang
T;AKAR MURBEI;kilogram;33.611;AKAR MURBEI/kilogram
T;SAYURAN BROKOLI;kilogram;33.449;SAYURAN BROKOLI/kilogram
I;Sonang;ekor;33.375;Sonang/ekor
T;BUNGA TEMPLETONIA;buah/butir/batang;33.333;BUNGA TEMPLETONIA/buah/butir/batang
T;MAKANAN BURUNG KENARI;buah/butir/batang;33.333;MAKANAN BURUNG KENARI/buah/butir/batang
T;PINANG BIJI;buah/butir/batang;33.333;PINANG BIJI/buah/butir/batang
T;BIJI HAZEL;kilogram;33.178;BIJI HAZEL/kilogram
I;Ikan Gebel;ekor;33.118;Ikan Gebel/ekor
T;DAUN SAWIT;kilogram;33.065;DAUN SAWIT/kilogram
T;HOMALOMENA;buah/butir/batang;33.033;HOMALOMENA/buah/butir/batang
T;BUAH SIRSAK;kilogram;32.980;BUAH SIRSAK/kilogram
I;Ikan Baronang;ekor;32.977;Ikan Baronang/ekor
I;Grunter;kilogram;32.921;Grunter/kilogram
T;LIDI;kilogram;32.707;LIDI/kilogram
T;BENIH TEMBAKAU;kilogram;32.612;BENIH TEMBAKAU/kilogram
I;Sweetfish;ekor;32.597;Sweetfish/ekor
T;BENIH PALEM EKOR TUPAI;buah/butir/batang;32.540;BENIH PALEM EKOR TUPAI/buah/butir/batang
T;BIBIT BEGONIA;box;32.540;BIBIT BEGONIA/box
I;Ikan Arut;kilogram;32.492;Ikan Arut/kilogram
T;TANAMAN AQUARIUM;kilogram;32.314;TANAMAN AQUARIUM/kilogram
T;KARET LEMPENGAN;box;32.236;KARET LEMPENGAN/box
I;Ikan Pelagis;ekor;32.118;Ikan Pelagis/ekor
H;Telur Ayam;kilogram;32.000;Telur Ayam/kilogram
H;Telur Burung Puyuh;kilogram;32.000;Telur Burung Puyuh/kilogram
I;Sweetfish;kilogram;32.000;Sweetfish/kilogram
T;BENIH WALISONGO;buah/butir/batang;31.905;BENIH WALISONGO/buah/butir/batang
T;DAUN PHYLODENDRON;buah/butir/batang;31.884;DAUN PHYLODENDRON/buah/butir/batang
I;Kerang;kilogram;31.758;Kerang/kilogram
T;TERUNG BEKU;kilogram;31.614;TERUNG BEKU/kilogram
T;BUNGKIL KACANG TANAH;kilogram;31.602;BUNGKIL KACANG TANAH/kilogram
I;Chaetodon;ekor;31.577;Chaetodon/ekor
T;BUNGA CASABLANCA;buah/butir/batang;31.401;BUNGA CASABLANCA/buah/butir/batang
I;Bibit Gabus;ekor;31.220;Bibit Gabus/ekor
T;KEDELAI;kilogram;31.111;KEDELAI/kilogram
T;BIBIT BUPLURUM;buah/butir/batang;30.979;BIBIT BUPLURUM/buah/butir/batang
T;BUAH ANGGUR;buah/butir/batang;30.952;BUAH ANGGUR/buah/butir/batang
T;BIJI KAPAS;kilogram;30.864;BIJI KAPAS/kilogram
I;Ikan Goatfish;kilogram;30.843;Ikan Goatfish/kilogram
T;BUAH MANGGIS;buah/butir/batang;30.566;BUAH MANGGIS/buah/butir/batang
I;Kepiting Kenari;ekor;30.557;Kepiting Kenari/ekor
T;KACANG KAROB;kilogram;30.533;KACANG KAROB/kilogram
I;Minyak Ikan;kilogram;30.486;Minyak Ikan/kilogram
I;Mandarin Fish;ekor;30.442;Mandarin Fish/ekor
I;Benih Ikan Mas;ekor;30.436;Benih Ikan Mas/ekor
T;BENIH DAUN PERAK;buah/butir/batang;30.333;BENIH DAUN PERAK/buah/butir/batang
T;BIBIT KEMIRI;kilogram;30.200;BIBIT KEMIRI/kilogram
T;BUAH SALAK;buah/butir/batang;30.011;BUAH SALAK/buah/butir/batang
I;Udang Putih;kilogram;30.000;Udang Putih/kilogram
H;Kulit Kambing;kilogram;30.000;Kulit Kambing/kilogram
H;Kulit Sapi;kilogram;30.000;Kulit Sapi/kilogram
I;Belut;ekor;30.000;Belut/ekor
I;Kepala Kumpele Tebang;kilogram;30.000;Kepala Kumpele Tebang/kilogram
I;Roket;kilogram;30.000;Roket/kilogram
I;Trigger Fish;kilogram;30.000;Trigger Fish/kilogram
T;BIBIT PALEM;buah/butir/batang;30.000;BIBIT PALEM/buah/butir/batang
T;SRIGADING;kilogram;30.000;SRIGADING/kilogram
T;BIBIT KENTANG;kilogram;29.808;BIBIT KENTANG/kilogram
I;Gabus Hias;ekor;29.772;Gabus Hias/ekor
T;AMPAS KULIT NANAS;kilogram;29.652;AMPAS KULIT NANAS/kilogram
I;Benih Kerapu;ekor;29.549;Benih Kerapu/ekor
T;LENCAK BEKU;kilogram;29.378;LENCAK BEKU/kilogram
I;Dragon Fish;ekor;29.306;Dragon Fish/ekor
T;BUAH JERUK KEPROK;kilogram;29.146;BUAH JERUK KEPROK/kilogram
T;KELOR;box;29.140;KELOR/box
T;SCHISMATOGLOTTIS;buah/butir/batang;29.040;SCHISMATOGLOTTIS/buah/butir/batang
T;BIBIT PAKIS NEPHROLEPIS;buah/butir/batang;28.879;BIBIT PAKIS NEPHROLEPIS/buah/butir/batang
T;KECOMBRANG;kilogram;28.872;KECOMBRANG/kilogram
T;REFINED INTERESTERIFIED SHEA OLEIN;kilogram;28.730;REFINED INTERESTERIFIED SHEA OLEIN/kilogram
T;TEMU KUNCI BEKU;kilogram;28.659;TEMU KUNCI BEKU/kilogram
T;KAYU AKASIA;kilogram;28.578;KAYU AKASIA/kilogram
I;Duboisi;ekor;28.532;Duboisi/ekor
T;BUAH SALAK;meter kubik;28.532;BUAH SALAK/meter kubik
T;SERAT ABAKA;kilogram;28.370;SERAT ABAKA/kilogram
I;Ikan Kumpele;kilogram;28.287;Ikan Kumpele/kilogram
T;BENIH YUCCA;buah/butir/batang;28.281;BENIH YUCCA/buah/butir/batang
T;SELADA;kilogram;28.267;SELADA/kilogram
T;KARET LEMBARAN;kilogram;28.267;KARET LEMBARAN/kilogram
T;CALADIUM;buah/butir/batang;28.212;CALADIUM/buah/butir/batang
I;Minyak Ikan;liter;28.198;Minyak Ikan/liter
I;Ikan Sepatung;ekor;28.154;Ikan Sepatung/ekor
T;PANDAN;kilogram;28.074;PANDAN/kilogram
I;Pig Fish;ekor;28.018;Pig Fish/ekor
I;Brajanata;ekor;27.707;Brajanata/ekor
I;Ikan Gebel;kilogram;27.691;Ikan Gebel/kilogram
T;KARET LEMPENGAN;kilogram;27.461;KARET LEMPENGAN/kilogram
I;Rajungan;ekor;27.459;Rajungan/ekor
T;MATOA;buah/butir/batang;27.447;MATOA/buah/butir/batang
I;Pari;ekor;27.317;Pari/ekor
T;BIDARA/JUJUBE;kilogram;27.096;BIDARA/JUJUBE/kilogram
T;KAYU PERSIMMON;buah/butir/batang;27.024;KAYU PERSIMMON/buah/butir/batang
T;SAYURAN KANGKUNG;kilogram;27.003;SAYURAN KANGKUNG/kilogram
I;American Flag tail;ekor;27.000;American Flag tail/ekor
T;CHICORY;kilogram;27.000;CHICORY/kilogram
I;Keong;ekor;26.977;Keong/ekor
T;TEPUNG TERIGU;kilogram;26.926;TEPUNG TERIGU/kilogram
T;GONI KARUNG;kilogram;26.833;GONI KARUNG/kilogram
I;Brajanata;kilogram;26.800;Brajanata/kilogram
T;SANTAN KELAPA;kilogram;26.797;SANTAN KELAPA/kilogram
T;BIBIT SAWI;kilogram;26.797;BIBIT SAWI/kilogram
T;KAYU OLAHAN;kilogram;26.724;KAYU OLAHAN/kilogram
T;ADAS PEDAS;buah/butir/batang;26.667;ADAS PEDAS/buah/butir/batang
T;KELAPA SERABUT;box;26.667;KELAPA SERABUT/box
T;BIJI KLABET;kilogram;26.614;BIJI KLABET/kilogram
T;ARDISIA;buah/butir/batang;26.575;ARDISIA/buah/butir/batang
I;Lizard Fish;kilogram;26.468;Lizard Fish/kilogram
T;LABISIA TURTLE;buah/butir/batang;26.420;LABISIA TURTLE/buah/butir/batang
I;Tengadak;ekor;26.372;Tengadak/ekor
I;Ikan Selar Kuning;kilogram;26.323;Ikan Selar Kuning/kilogram
I;Ikan Manyung;kilogram;26.271;Ikan Manyung/kilogram
T;TETES TEBU;botol;26.208;TETES TEBU/botol
I;Siput Gonggong;kilogram;26.163;Siput Gonggong/kilogram
T;KERAJINAN TANGAN;meter kubik;26.100;KERAJINAN TANGAN/meter kubik
T;SARANG SEMUT;buah/butir/batang;26.084;SARANG SEMUT/buah/butir/batang
I;Sillago;kilogram;26.048;Sillago/kilogram
T;PRODUK PASTA;botol;26.000;PRODUK PASTA/botol
I;Goby;ekor;25.950;Goby/ekor
I;Ikan Bulu Ayam;ekor;25.939;Ikan Bulu Ayam/ekor
I;Ikan Baronang;kilogram;25.935;Ikan Baronang/kilogram
I;Benih Bambit;ekor;25.815;Benih Bambit/ekor
T;BIBIT DURIAN;buah/butir/batang;25.696;BIBIT DURIAN/buah/butir/batang
I;Ekor Merah;kilogram;25.691;Ekor Merah/kilogram
I;Salamander Fish;ekor;25.568;Salamander Fish/ekor
T;JAHE;buah/butir/batang;25.556;JAHE/buah/butir/batang
I;Cacing;ekor;25.395;Cacing/ekor
I;Sishamo;kilogram;25.381;Sishamo/kilogram
T;BERAS;kilogram;25.281;BERAS/kilogram
T;BAWANG DAUN;kilogram;25.272;BAWANG DAUN/kilogram
T;MATOA;kilogram;25.237;MATOA/kilogram
T;BIBIT PALEM;kilogram;25.149;BIBIT PALEM/kilogram
T;SAYUR ASEM;kilogram;25.067;SAYUR ASEM/kilogram
H;Gelatin;kemasan;25.000;Gelatin/kemasan
H;Susu Sapi;kilogram;25.000;Susu Sapi/kilogram
I;Abalone;ekor;25.000;Abalone/ekor
I;Ikan Gulamah;ekor;25.000;Ikan Gulamah/ekor
I;Ikan Tambak Kuncir;kilogram;25.000;Ikan Tambak Kuncir/kilogram
T;BAJAKAH;kemasan;25.000;BAJAKAH/kemasan
T;BENIH BAYAM;buah/butir/batang;25.000;BENIH BAYAM/buah/butir/batang
T;BUAH MERAH;buah/butir/batang;25.000;BUAH MERAH/buah/butir/batang
T;BUNGA PALA;buah/butir/batang;25.000;BUNGA PALA/buah/butir/batang
T;DAMAR;buah/butir/batang;25.000;DAMAR/buah/butir/batang
T;GYMNOCORONIS SP;buah/butir/batang;25.000;GYMNOCORONIS SP/buah/butir/batang
T;KACANG KARA;kilogram;25.000;KACANG KARA/kilogram
T;LABISIA TURTLE;kemasan;25.000;LABISIA TURTLE/kemasan
T;MASOHI;buah/butir/batang;25.000;MASOHI/buah/butir/batang
I;Fire Eel;kilogram;24.965;Fire Eel/kilogram
T;KULIT KAYU ARAU;kilogram;24.942;KULIT KAYU ARAU/kilogram
T;KACANG HIJAU;kilogram;24.846;KACANG HIJAU/kilogram
I;Kuda Laut;ekor;24.676;Kuda Laut/ekor
I;Kapiat;ekor;24.524;Kapiat/ekor
T;TANAMAN AQUARIUM;buah/butir/batang;24.521;TANAMAN AQUARIUM/buah/butir/batang
I;Induk Kepiting;kilogram;24.349;Induk Kepiting/kilogram
T;ROCK MELON;kilogram;24.189;ROCK MELON/kilogram
T;DAUN MELINJO;kilogram;24.176;DAUN MELINJO/kilogram
I;Bintang Laut;ekor;24.115;Bintang Laut/ekor
I;Ikan Kipas;kilogram;24.000;Ikan Kipas/kilogram
I;Ikan Moonyfish;ekor;23.988;Ikan Moonyfish/ekor
I;Dian Fish;ekor;23.837;Dian Fish/ekor
T;SIRIH;buah/butir/batang;23.738;SIRIH/buah/butir/batang
T;NENAS IRISAN;kilogram;23.731;NENAS IRISAN/kilogram
T;GAMBUT;buah/butir/batang;23.604;GAMBUT/buah/butir/batang
I;Ikan Gajah;ekor;23.492;Ikan Gajah/ekor
T;GIANT RED IVY;buah/butir/batang;23.413;GIANT RED IVY/buah/butir/batang
I;Kerang Abalon;ekor;23.308;Kerang Abalon/ekor
I;Ikan Tongkol;kilogram;23.201;Ikan Tongkol/kilogram
I;Ikan Pepija;kilogram;23.127;Ikan Pepija/kilogram
I;Ikan Pasir;kilogram;23.118;Ikan Pasir/kilogram
I;Ular;ekor;23.099;Ular/ekor
T;CENGKEH;box;23.000;CENGKEH/box
I;Ikan Solver Dolar;kilogram;22.817;Ikan Solver Dolar/kilogram
T;DRACAENA;buah/butir/batang;22.789;DRACAENA/buah/butir/batang
T;ENDIVE;kilogram;22.787;ENDIVE/kilogram
T;BIBIT KAKTUS;buah/butir/batang;22.757;BIBIT KAKTUS/buah/butir/batang
T;BIBIT ANGGREK DENDROBIUM;buah/butir/batang;22.727;BIBIT ANGGREK DENDROBIUM/buah/butir/batang
T;TEBU;kilogram;22.711;TEBU/kilogram
I;Ikan Kelinci;kilogram;22.554;Ikan Kelinci/kilogram
T;BIBIT ASCOCENDA;buah/butir/batang;22.500;BIBIT ASCOCENDA/buah/butir/batang
T;BUNGKIL KELAPA;buah/butir/batang;22.500;BUNGKIL KELAPA/buah/butir/batang
T;PAKIS;buah/butir/batang;22.480;PAKIS/buah/butir/batang
T;BUBUK JAGUNG;kilogram;22.457;BUBUK JAGUNG/kilogram
T;TANAMAN SIKAS (HIAS);buah/butir/batang;22.453;TANAMAN SIKAS (HIAS)/buah/butir/batang
I;Whitting Fish;ekor;22.399;Whitting Fish/ekor
T;SAYURAN BAYAM;kilogram;22.280;SAYURAN BAYAM/kilogram
T;SELADA;peti kemas;22.222;SELADA/peti kemas
I;Bulu Babi;ekor;22.126;Bulu Babi/ekor
T;GREEN MYRIOPHYLLUM;buah/butir/batang;22.112;GREEN MYRIOPHYLLUM/buah/butir/batang
T;SAYURAN WORTEL;kilogram;22.049;SAYURAN WORTEL/kilogram
T;TEPUNG KELAPA;kilogram;22.010;TEPUNG KELAPA/kilogram
T;TALAS;buah/butir/batang;22.000;TALAS/buah/butir/batang
T;HOMALOMENA;kilogram;21.926;HOMALOMENA/kilogram
I;Dottyback;ekor;21.873;Dottyback/ekor
T;JAGUNG MANIS;kilogram;21.852;JAGUNG MANIS/kilogram
T;BUNGA CALLA LILY;buah/butir/batang;21.817;BUNGA CALLA LILY/buah/butir/batang
I;Nudibranchia;ekor;21.689;Nudibranchia/ekor
I;Catfish;ekor;21.620;Catfish/ekor
T;SAYURAN BUNGA KOL;kilogram;21.559;SAYURAN BUNGA KOL/kilogram
I;Ikan Gabus;kilogram;21.526;Ikan Gabus/kilogram
T;SONERILLA;buah/butir/batang;21.524;SONERILLA/buah/butir/batang
I;Buntal;ekor;21.425;Buntal/ekor
T;BIBIT LIMONIUM;buah/butir/batang;21.223;BIBIT LIMONIUM/buah/butir/batang
I;Udang Hias;ekor;21.048;Udang Hias/ekor
T;BUAH MELON;kilogram;21.034;BUAH MELON/kilogram
I;Bete bete / petek;kilogram;21.000;Bete bete / petek/kilogram
T;MEDIA TANAMAN;liter;21.000;MEDIA TANAMAN/liter
T;SAYURAN BUNCIS;kilogram;20.929;SAYURAN BUNCIS/kilogram
T;BUAH PISANG BEKU;kilogram;20.896;BUAH PISANG BEKU/kilogram
I;Premix;kilogram;20.864;Premix/kilogram
T;BUAH JERUK LEMON;kilogram;20.816;BUAH JERUK LEMON/kilogram
T;SELEDRI SEGAR;kilogram;20.765;SELEDRI SEGAR/kilogram
T;POPCORN;kilogram;20.715;POPCORN/kilogram
I;Ikan Pacu;ekor;20.701;Ikan Pacu/ekor
T;PALM KERNEL STEARIN;kilogram;20.650;PALM KERNEL STEARIN/kilogram
T;BUNGA PHILO BURGENDY;buah/butir/batang;20.580;BUNGA PHILO BURGENDY/buah/butir/batang
I;Ikan Pipa;ekor;20.507;Ikan Pipa/ekor
T;BIBIT TANAMAN AQUARIUM;kemasan;20.455;BIBIT TANAMAN AQUARIUM/kemasan
T;BUNGA PINUS;meter kubik;20.400;BUNGA PINUS/meter kubik
T;KACANG HITAM;kilogram;20.388;KACANG HITAM/kilogram
T;KECOMBRANG;carton;20.361;KECOMBRANG/carton
I;Ikan Dolar Perak;kilogram;20.316;Ikan Dolar Perak/kilogram
T;UBI KAYU;kilogram;20.271;UBI KAYU/kilogram
I;Scorpion;ekor;20.210;Scorpion/ekor
I;Ikan Kembung;kilogram;20.189;Ikan Kembung/kilogram
T;SERAI;kilogram;20.165;SERAI/kilogram
I;Silver Dollar;ekor;20.160;Silver Dollar/ekor
T;LAIN-LAIN;buah/butir/batang;20.051;LAIN-LAIN/buah/butir/batang
H;Burung Puyuh;ekor;20.000;Burung Puyuh/ekor
H;Kulit Kambing Basah;kilogram;20.000;Kulit Kambing Basah/kilogram
H;Kulit Sapi Basah;kilogram;20.000;Kulit Sapi Basah/kilogram
H;Tikus Percobaan;ekor;20.000;Tikus Percobaan/ekor
I;Benih Bala Shark;ekor;20.000;Benih Bala Shark/ekor
I;Benih Bintang Laut;ekor;20.000;Benih Bintang Laut/ekor
I;Benih Clown Fish;ekor;20.000;Benih Clown Fish/ekor
I;Benih Goby;ekor;20.000;Benih Goby/ekor
I;Glassy Tetra;kilogram;20.000;Glassy Tetra/kilogram
I;Ikan Bandeng;ekor;20.000;Ikan Bandeng/ekor
I;Ikan Manyung;ekor;20.000;Ikan Manyung/ekor
I;Ikan Saury;kilogram;20.000;Ikan Saury/kilogram
T;BENIH BUNGA COSMOS;buah/butir/batang;20.000;BENIH BUNGA COSMOS/buah/butir/batang
T;BENIH PALEM ARCHONTOPHOENIX;buah/butir/batang;20.000;BENIH PALEM ARCHONTOPHOENIX/buah/butir/batang
T;BENIH TABEBUIA;buah/butir/batang;20.000;BENIH TABEBUIA/buah/butir/batang
T;BIBIT BEGONIA;kemasan;20.000;BIBIT BEGONIA/kemasan
T;BIBIT CEMARA;buah/butir/batang;20.000;BIBIT CEMARA/buah/butir/batang
T;BIBIT TERATAI;buah/butir/batang;20.000;BIBIT TERATAI/buah/butir/batang
T;BIJI KAPAS;buah/butir/batang;20.000;BIJI KAPAS/buah/butir/batang
T;BUAH JERUK MANIS;liter;20.000;BUAH JERUK MANIS/liter
T;BUNGA PAEOMIA;buah/butir/batang;20.000;BUNGA PAEOMIA/buah/butir/batang
T;BUNGA PIMELEA;buah/butir/batang;20.000;BUNGA PIMELEA/buah/butir/batang
T;BUNGKIL JAGUNG;buah/butir/batang;20.000;BUNGKIL JAGUNG/buah/butir/batang
T;GULA MERAH;buah/butir/batang;20.000;GULA MERAH/buah/butir/batang
T;GULA MERAH;liter;20.000;GULA MERAH/liter
T;KENCUR;buah/butir/batang;20.000;KENCUR/buah/butir/batang
T;MEDIA TANAM/SERBUK KELAPA;box;20.000;MEDIA TANAM/SERBUK KELAPA/box
T;LIMBAH KAPAS;kilogram;19.884;LIMBAH KAPAS/kilogram
I;Ikan Hias;ekor;19.875;Ikan Hias/ekor
I;Spadefish;ekor;19.715;Spadefish/ekor
T;BERAS;kemasan;19.635;BERAS/kemasan
I;Sepat Mutiara;ekor;19.600;Sepat Mutiara/ekor
T;MEDIA TANAMAN;box;19.374;MEDIA TANAMAN/box
I;Tengkek;kilogram;19.251;Tengkek/kilogram
T;BUBUK JAGUNG;meter kubik;19.200;BUBUK JAGUNG/meter kubik
I;Kerang Keranjang/ Kerang Nuttal;kilogram;19.186;Kerang Keranjang/ Kerang Nuttal/kilogram
I;Blue Devil;ekor;19.139;Blue Devil/ekor
T;BIBIT DACRAENA;buah/butir/batang;19.047;BIBIT DACRAENA/buah/butir/batang
I;Capungan;ekor;19.006;Capungan/ekor
I;Algae;kemasan;19.000;Algae/kemasan
T;TEPUNG UBI JALAR;kilogram;18.991;TEPUNG UBI JALAR/kilogram
T;KACANG LIMA;kilogram;18.971;KACANG LIMA/kilogram
I;Mujair;kilogram;18.870;Mujair/kilogram
T;UBI BANGGAI;buah/butir/batang;18.866;UBI BANGGAI/buah/butir/batang
T;SAYURAN SAWI;kilogram;18.688;SAYURAN SAWI/kilogram
T;SAYURAN KUBIS;box;18.654;SAYURAN KUBIS/box
T;BUAH JERUK KINO;kilogram;18.634;BUAH JERUK KINO/kilogram
T;AKAR LAKA;kilogram;18.562;AKAR LAKA/kilogram
I;Gelodok;ekor;18.364;Gelodok/ekor
I;Ikan Kuning;kilogram;18.315;Ikan Kuning/kilogram
I;Udang Goby;ekor;18.265;Udang Goby/ekor
T;BIBIT PAKIS;buah/butir/batang;18.187;BIBIT PAKIS/buah/butir/batang
T;CRASSULA HELMSII;buah/butir/batang;18.152;CRASSULA HELMSII/buah/butir/batang
I;Damsel;ekor;18.080;Damsel/ekor
T;KAYU KARET;kilogram;18.079;KAYU KARET/kilogram
T;MINYAK SAWIT;kilogram;17.963;MINYAK SAWIT/kilogram
I;Sembilang;kilogram;17.945;Sembilang/kilogram
I;Doctor Fish;ekor;17.926;Doctor Fish/ekor
T;ALPUKAT;kilogram;17.830;ALPUKAT/kilogram
I;Udang Air Laut;ekor;17.769;Udang Air Laut/ekor
I;Ikan Kuwe;ekor;17.750;Ikan Kuwe/ekor
T;CEMPEDAK;kilogram;17.702;CEMPEDAK/kilogram
T;Bahan Baku Sabun;kilogram;17.681;Bahan Baku Sabun/kilogram
I;Silver Biddy;kilogram;17.475;Silver Biddy/kilogram
T;BUNGA KAPAS;kilogram;17.449;BUNGA KAPAS/kilogram
I;Daging Hiu;ekor;17.357;Daging Hiu/ekor
I;Blenny Fish;ekor;17.344;Blenny Fish/ekor
I;Spider Crab;ekor;17.344;Spider Crab/ekor
I;Red Eye Angel;kilogram;17.279;Red Eye Angel/kilogram
I;Udang Hias;kilogram;17.185;Udang Hias/kilogram
T;SANSEVIERIA;buah/butir/batang;17.161;SANSEVIERIA/buah/butir/batang
I;Siput Gonggong;ekor;17.112;Siput Gonggong/ekor
T;HYDROGENATE PALM KERNEL OLEIN;kilogram;17.101;HYDROGENATE PALM KERNEL OLEIN/kilogram
I;Bibit Induk Ikan Lainnya;ekor;17.094;Bibit Induk Ikan Lainnya/ekor
T;Gluten Jagung;kilogram;17.065;Gluten Jagung/kilogram
T;SAGITTARIA;buah/butir/batang;17.062;SAGITTARIA/buah/butir/batang
I;Sea Bass;ekor;17.040;Sea Bass/ekor
T;BUNGA LIMONIUM;buah/butir/batang;17.000;BUNGA LIMONIUM/buah/butir/batang
T;BUNGA SMILAX;kilogram;16.871;BUNGA SMILAX/kilogram
I;Black Lancer;ekor;16.861;Black Lancer/ekor
T;BUNGA CERATOPETALUM;buah/butir/batang;16.774;BUNGA CERATOPETALUM/buah/butir/batang
T;DAUN MENGKUDU BUBUK;kilogram;16.715;DAUN MENGKUDU BUBUK/kilogram
T;PALA BIJI;bag;16.705;PALA BIJI/bag
I;Ikan Kuning;ekor;16.668;Ikan Kuning/ekor
T;BUNGA AGONIS;buah/butir/batang;16.667;BUNGA AGONIS/buah/butir/batang
I;Ikan Puput;kilogram;16.627;Ikan Puput/kilogram
T;PAKIS;kilogram;16.627;PAKIS/kilogram
I;Ikan Cichlid;ekor;16.526;Ikan Cichlid/ekor
I;Ikan Daun;ekor;16.515;Ikan Daun/ekor
T;LOBAK BEKU;kilogram;16.515;LOBAK BEKU/kilogram
I;Layang;ekor;16.500;Layang/ekor
T;BIBIT KANGKUNG;buah/butir/batang;16.500;BIBIT KANGKUNG/buah/butir/batang
T;BUNGA GYPSOPHILLA;buah/butir/batang;16.500;BUNGA GYPSOPHILLA/buah/butir/batang
T;GETAH DAMAR;box;16.500;GETAH DAMAR/box
T;LADA BIJI;box;16.500;LADA BIJI/box
T;DEDAK GANDUM;kilogram;16.497;DEDAK GANDUM/kilogram
T;MINYAK SAYUR;liter;16.405;MINYAK SAYUR/liter
T;TEPUNG ONGGOK;kilogram;16.381;TEPUNG ONGGOK/kilogram
T;BIJI KENARI;set;16.300;BIJI KENARI/set
T;SAYUR LILIN;buah/butir/batang;16.200;SAYUR LILIN/buah/butir/batang
T;Ampas Tebu;kilogram;16.094;Ampas Tebu/kilogram
I;Kepiting Hias;ekor;16.078;Kepiting Hias/ekor
T;CABE MERAH;kilogram;16.052;CABE MERAH/kilogram
I;Tilefish;kilogram;16.000;Tilefish/kilogram
T;BUAH RAMBUTAN;box;16.000;BUAH RAMBUTAN/box
T;DAUN NILAM;box;16.000;DAUN NILAM/box
I;Peacock;ekor;15.971;Peacock/ekor
I;Ikan Molly;ekor;15.956;Ikan Molly/ekor
T;BUAH ALPUKAT;kilogram;15.948;BUAH ALPUKAT/kilogram
T;JAGUNG JANGGEL;kilogram;15.939;JAGUNG JANGGEL/kilogram
I;Kerang Darah;kilogram;15.932;Kerang Darah/kilogram
T;BUNGA BABY S BREATH;buah/butir/batang;15.729;BUNGA BABY S BREATH/buah/butir/batang
I;Foxface;kilogram;15.718;Foxface/kilogram
I;Ikan Kapar (Selincah);ekor;15.672;Ikan Kapar (Selincah)/ekor
T;KINCUNG;kilogram;15.663;KINCUNG/kilogram
I;Ikan Pedang;ekor;15.601;Ikan Pedang/ekor
I;Udang;ekor;15.591;Udang/ekor
T;BIJI GEBANG/TANAMAN GEBANG;kilogram;15.587;BIJI GEBANG/TANAMAN GEBANG/kilogram
T;PINANG;buah/butir/batang;15.509;PINANG/buah/butir/batang
T;BUNGA CASPEA;buah/butir/batang;15.420;BUNGA CASPEA/buah/butir/batang
T;TANAMAN AQUARIUM;kemasan;15.250;TANAMAN AQUARIUM/kemasan
I;Teripang;ekor;15.133;Teripang/ekor
I;Mahseer;ekor;15.129;Mahseer/ekor
T;Lembaga Jagung;kilogram;15.126;Lembaga Jagung/kilogram
H;Susu Sapi;liter;15.000;Susu Sapi/liter
I;Balong;ekor;15.000;Balong/ekor
I;Bawal Hias;ekor;15.000;Bawal Hias/ekor
I;Benih Gurame Hias;ekor;15.000;Benih Gurame Hias/ekor
I;Borneo sucker;ekor;15.000;Borneo sucker/ekor
I;Kerang Air Tawar;kilogram;15.000;Kerang Air Tawar/kilogram
T;BAWANG BOMBAI;kemasan;15.000;BAWANG BOMBAI/kemasan
T;BERAS;meter kubik;15.000;BERAS/meter kubik
T;BIBIT ASOKA;buah/butir/batang;15.000;BIBIT ASOKA/buah/butir/batang
T;BIBIT CALANTHE SPP;buah/butir/batang;15.000;BIBIT CALANTHE SPP/buah/butir/batang
T;BIBIT EUPHORBIA;buah/butir/batang;15.000;BIBIT EUPHORBIA/buah/butir/batang
T;BIBIT PAKIS;kemasan;15.000;BIBIT PAKIS/kemasan
T;BUBUK CABE;kemasan;15.000;BUBUK CABE/kemasan
T;GAMBIR;botol;15.000;GAMBIR/botol
T;HOMALOMENA;kemasan;15.000;HOMALOMENA/kemasan
T;JINTAN;kemasan;15.000;JINTAN/kemasan
T;KELAPA TEMPURUNG;buah/butir/batang;15.000;KELAPA TEMPURUNG/buah/butir/batang
T;NIPAH;buah/butir/batang;15.000;NIPAH/buah/butir/batang
T;SERAT PISANG;lembar;15.000;SERAT PISANG/lembar
T;SONERILLA;kemasan;15.000;SONERILLA/kemasan
I;Surgeonfish;kilogram;14.968;Surgeonfish/kilogram
I;Tembakang;kilogram;14.750;Tembakang/kilogram
T;JAGUNG BIJI;kilogram;14.744;JAGUNG BIJI/kilogram
T;BERAS;liter;14.722;BERAS/liter
I;Moa;kilogram;14.516;Moa/kilogram
